texto_diario,emocion_principal,label,predicted,confidence
i feel so glad that i have a cool mama,joy,0,joy,0.9944517016410828
i am feeling really needy right now,sadness,1,sadness,0.9884147644042969
i still don t feel so hot i said as aj frowned,love,4,love,0.9775332808494568
i do not feel dumb any more,sadness,1,sadness,0.9924282431602478
i am floating in the flashback feeling the heaviness of nostalgic heart,love,4,love,0.910323977470398
i have been told that these same vendors feel like they might end up supporting much more than just one more platform as linux has many popular distribution releases these days,love,4,joy,0.9941180944442749
i managed to put a stop to all the things i had been doing that left me feeling regretful and miserable everyday,sadness,1,sadness,0.9922589659690857
i feel so lucky to be guest posting for kristi over at a href http www,joy,0,joy,0.9918579459190369
i feel unsure because my financial future thanks to the stupid law is at this point partly dependent on js integrity rejected and jilted by j after we took vows unsure and even a little worried about getting passport ability to do so,fear,2,fear,0.9903172254562378
i feel the loving presence of my parents daily even though they have both been physically dead for almost two decades now,love,4,love,0.9695707559585571
i loved feeling lily move and have missed it so much,sadness,1,sadness,0.48532024025917053
i feel jealous on sumthg tat i thk of,anger,3,anger,0.9890108704566956
im feeling gloomy this weekend,sadness,1,sadness,0.9935373663902283
ive been feeling lately that i am much less likeable than i used to be,joy,0,joy,0.9834496378898621
i started to feel cold,anger,3,anger,0.9753187298774719
i trust my kids however i feel helpless enough in here over so many things and i m upset at the lack of respect for the few little things i asked them not to do,fear,2,fear,0.9355533123016357
i feel increasingly passionate about,love,4,love,0.7999864220619202
i told omangy that i was feeling violent and i wasnt in a good mood,anger,3,anger,0.9901255369186401
i was feeling fairly comfortable and i could think out a plan now,joy,0,joy,0.9935829043388367
i am ready to cry because i feel such a sweet presence of the ruach hakodesh the holy spirit in my room with me right now,joy,0,love,0.9429686069488525
i get through it pretty quickly but it just makes me feel like im not being respected,joy,0,joy,0.993626594543457
i feel that im not talented in baking,joy,0,joy,0.9931349754333496
i am energetically pursuing my goals or i feel agitated and unable to sit still,anger,3,anger,0.9509575963020325
i was feeling very keen to get out of the camp site before they realised i had been given the best gift of all free accommodation and free services,joy,0,joy,0.9939140677452087
i feel somewhat hopeless and pitiful,sadness,1,sadness,0.993885338306427
i start to feel agitated inside,anger,3,anger,0.9697031378746033
i know he s feeling to me is sincere so i could tolerate these small trouble but i can t stand his this character in the performance of the sex life of husband and wife,joy,0,joy,0.9903519749641418
i arrived at the monastery one week later i was feeling terrified,fear,2,fear,0.9919987320899963
i didnt feel if i was having a shitty day i wouldnt usually come right out and say i was having a shitty day,sadness,1,sadness,0.9909108281135559
i feel offended if you question my results as unfair saying that i am lazy and all so why,anger,3,anger,0.9906972646713257
i was feeling fabulous until friday morning when i started to get these awful cramps at work,joy,0,joy,0.9947952628135681
i feel strong style color black line height,joy,0,joy,0.9934007525444031
i can feel the awkwardness whenever i do something that was acceptable before but no longer is,joy,0,joy,0.9876611232757568
ive collected as i feel its vital to create something precious from those items as a tribute to the earth and its power generosity,joy,0,joy,0.9935899972915649
i forgive myself that i have accepted adn allowed myself to feel uncertain and inferior the moment someobdy is looking at me as i do physical labour,fear,2,fear,0.9907812476158142
i am feeling a little dissatisfied with my pictures for the last couple of months,anger,3,anger,0.9835376143455505
im a creature of habit and major life changes always leave me feeling sort of dazed confused and occasionally sad and grumpy,surprise,5,surprise,0.9534436464309692
i feel is that i cant get far enough away from what feeds melancholy for long enough that it would just wither and die off,sadness,1,sadness,0.9922654032707214
i feel pretty honored to be around some really great moms and women,joy,0,joy,0.9922949075698853
i feel like that when i try to try on relationship traditions that i and the people i care about get damaged,sadness,1,sadness,0.9880033731460571
i woke up feeling listless and dehydrated from a weekend that included a strip club tackle football hours of binge drinking and a hockey game so i decided not to go to work,sadness,1,sadness,0.9936193823814392
i feel really horny when i wear them they hug my c k balls really nicely,love,4,love,0.9459028840065002
ive been on a bike and this bike it feels kind of strange,fear,2,fear,0.5721832513809204
i was feeling determined it didnt take long for me to start nomming on naughty stuff again,joy,0,joy,0.9916369318962097
im feeling determined to face facts have a gander at my donut a href http,joy,0,joy,0.9925400614738464
i got an a in anatomy the first one i have ever gotten in a science class here,joy,0,anger,0.4582577645778656
i am really not expecting it somehow it made me feel shy but then it s been a while part,fear,2,fear,0.985689640045166
i don t want this to end just like i didn t want the series rock chicks to end but i feel like ka will keep on bringing us amazing stories with wonderful women and sexy men,joy,0,joy,0.9585209488868713
i feel highly burdened and incapacitated by my stupid flaring legs,sadness,1,sadness,0.9931851029396057
i met people from every corner of the globe so now when i am feeling restless and my finances will allow me i am can pick a spot see people that i really care about and have an adventure with them in their homelands,fear,2,fear,0.9854478240013123
i get through feeling weepy about it sometimes i get resentful about it,sadness,1,sadness,0.7693418860435486
i want to enjoy this and feel successful,joy,0,joy,0.9936761260032654
i feel in the tragic case of the woman who was raped though hard may it be the baby should be put up for adoption if the woman cannot bear to keep him her,sadness,1,sadness,0.9904155731201172
ive continued to feel energetic most of the time and am trying to keep up my times of working out per week did the jillian workout this week and was very sore,joy,0,joy,0.9942613840103149
i feel also just drained,sadness,1,sadness,0.9941907525062561
i can even say my opinion on something without him feel offended,anger,3,anger,0.9901677370071411
i walk around the farm i always feel so peaceful i end up smiling from the sheer beauty and rightness of everything,joy,0,joy,0.9940424561500549
i feel so honoured so have been allowed to write my story and,joy,0,joy,0.9923766851425171
i was thinking about how you all were watching general conference and i was feeling a bit jealous,anger,3,anger,0.9786859750747681
i do feel apprehensive before meeting someone new particularly in a group situation but i just sign up for everything i can and hope that i ll have found the courage to do it by the time it comes round and i always have so far,fear,2,fear,0.991935133934021
i have also known the pain of feeling worthless too broken too scarred to ever span style mso bidi font size,sadness,1,sadness,0.9939866065979004
i feel like i ve been put in a bag and shaken up but otherwise ok,fear,2,fear,0.9834655523300171
i feel kind of talented right now lol hmmm,joy,0,joy,0.9937300682067871
i feel more than ever that the computers i pour code and art into are extensions of myself and thats pretty goddamned cool in my book but i am hopelessly romantic about creativity and prone to fits of stereotypical artist bullshit so grain of salt,joy,0,love,0.8835151791572571
i still feel devastated and disconsolate,sadness,1,sadness,0.9915237426757812
i sat with dave atell at first trying not to feel rude while the guys were eating,anger,3,anger,0.9899792671203613
i become aware that i m feeling impatient and thinking things are not going fast enough i can choose to change my thinking and remind myself that god s timing is perfect,anger,3,anger,0.9905473589897156
i am feeling clever i see something like this and realize,joy,0,joy,0.9918943047523499
when i learnt that i had been accepted at the medical school,joy,0,joy,0.9923803806304932
i feel like the only intelligent person here right now,joy,0,joy,0.9937250018119812
i feel super behind in all aspects of my life i need to read,joy,0,joy,0.9840846061706543
ive been holding onto that are making me feel rotten,sadness,1,sadness,0.9922276139259338
i just feel really needy,sadness,1,sadness,0.98908931016922
i can have many kids but if there are too many my strength would not be sufficient and my wife would feel burdened,sadness,1,sadness,0.9917356371879578
i actually feel solidarity with the americans who went on to cry for blood in iraq tortured prisoners and the stripping of the bill of rights,fear,2,anger,0.9539186358451843
i really had prepared ourselves for the worst but we both had the innate feeling that everything was fine,joy,0,joy,0.9908155202865601
i feel less intimidated with her here to help,fear,2,fear,0.9907763600349426
im feeling very bitter against knight in shining denim because i asked him a year ago to go to the gym with me and he wouldnt spend the money,anger,3,anger,0.9878928065299988
i feel i m being punished for too many thoughtless years of assuming that the trappings of success were earned and not given,sadness,1,sadness,0.986200749874115
i feel impressed to talk to my older children about my vision for our family and enlist their aid in accomplishing it,surprise,5,surprise,0.9734285473823547
i am just tired of feeling abused by everyone,sadness,1,sadness,0.9933446645736694
i am angry that my employers do not invest in us at all training pay increases bank holidays and it feels like injustice so i feel helpless,fear,2,fear,0.9664742350578308
i dont feel inhibited and i can work out my problems,sadness,1,sadness,0.7576689124107361
i am feeling melancholy sad depressed ok even angry that this is my second year without my oldest and youngest daughters klysta passed days ago andrea has chosen to not be with her family,sadness,1,sadness,0.9921138286590576
i feel peaceful like i shall grow wings and fly away,joy,0,joy,0.9945125579833984
i feel super bad about it,joy,0,sadness,0.99356609582901
i feel thompson needs to work on then again i m not exactly impressed by flash and fluff,surprise,5,surprise,0.9737841486930847
i was so traumatised by the pestilence that i was feeling quite delicate and couldnt cook so we had to buy expensive and unhealthy convenience foods from the supermarket in order to avoid starvation,love,4,love,0.9742995500564575
i have a lovely nesty feeling after looking at all that cute teeny weeny clothing,joy,0,joy,0.9609682559967041
i wasnt feeling that hot prior to vineman but with a little racin and a lot of self talk im now in a better spot mentally and physically,love,4,love,0.9763004779815674
i have a small history of hiding when i feel awkward,sadness,1,sadness,0.991614580154419
i cant find it in my heart to feel the least bit disappointed for having missed it,sadness,1,sadness,0.9922802448272705
i feel my repressed emotions surfacing im glad for the solace i can seek in my writing,sadness,1,sadness,0.991366446018219
i am feeling rather triumphant that i decided to disagree with davids notion that the real peak was further on and decided to give the side trail a chance,joy,0,joy,0.993145227432251
i feel im getting less and less vigorous,joy,0,joy,0.9942916631698608
i answer feeling clever again,joy,0,joy,0.9922152161598206
i was feeling a little skeptical that it would arrive on time the situation was not improved by the fact that despite various perfect party setups seeking in ffxi nobody was bothering to set them up including me but duh im lazy,fear,2,fear,0.9897768497467041
i still feel so irritable every day,anger,3,anger,0.9907117486000061
i always intended on achieving just so i could be with everyone else and feel like i was an intelligent productive and successful person,joy,0,joy,0.9931817650794983
i stopped feeling so exhausted a href http provokingbeauty,sadness,1,sadness,0.9913803935050964
i will close my eyes and recite the following mantra every day and whenever i m feeling unsure frustrated or shiftless with my progress towards my top body,fear,2,fear,0.9911209940910339
i feel like im not as stubborn,anger,3,anger,0.9846755862236023
i can make them laugh out loud i feel a keen sense of accomplishment,joy,0,joy,0.9915590286254883
i feel it was perfect as a jumping off point for what is to come,joy,0,joy,0.9944861531257629
i feel remorseful but i am not ready to die and i do not look in the mirror,sadness,1,sadness,0.99290931224823
i don t mean to behave so cut off but i feel so lethargic to utter one single word to anyone,sadness,1,sadness,0.9927727580070496
i feel like i didnt need to grasp onto something comfortable that i was capable of trying something new,joy,0,joy,0.9932568073272705
i feel more hostile towards sarcoidosis than usual,anger,3,anger,0.9879032969474792
im feeling energetic and motivated with my kids the days can move so slowly,joy,0,joy,0.9937483072280884
im feeling awfully spiteful right now,anger,3,anger,0.9909946322441101
i tell mummy that my stomach really not feeling well i really wanna go to toilet mummy ask me keep on eating,joy,0,joy,0.9912599921226501
im feeling quite positive at the moment,joy,0,joy,0.9943808913230896
i am happy to be feeling well enough to be back on the blogging scene,joy,0,joy,0.9939509630203247
i just have a general feeling of this unpleasant heaviness from my stomach up,sadness,1,sadness,0.9883973002433777
i tend to stop breathing when i m feeling stressed,sadness,1,sadness,0.736090362071991
im feeling lucky button on google,joy,0,joy,0.9924933314323425
i feel bitter theofilou said of the lack of support to nods of agreement by kastrioti who waited for her turn to board,anger,3,anger,0.9877848625183105
i am generally a pretty happy and positive person there are times when the nerves kick in and i am not feeling quite so happy and smiley,joy,0,joy,0.9945580959320068
i love running because i feel strong and powerful and totally in control,joy,0,joy,0.9928340911865234
i won t feel so shy and ashamed about it,fear,2,fear,0.9714709520339966
i feel very passionate about my future career choices within the video gaming industry,joy,0,love,0.6932474970817566
i start to feel groggy as if i have been drugged,sadness,1,sadness,0.9840556383132935
i still have a lot of my normal symptoms sore boobs constant peeing irritability and irrational feelings a superior sniffer and gag reflex etc,joy,0,anger,0.9849427938461304
i feel resentful and irritable,anger,3,anger,0.9905970692634583
i feel horrible most of the time,sadness,1,sadness,0.9936098456382751
i feel very nervous,fear,2,fear,0.9915674328804016
i feel romantic when i wear it under my raphael coat,love,4,love,0.9781609773635864
i had this crazy idea that all of that water slogging around in my stomach would make me feel crappy so i kept my sips to an absolute minimum,sadness,1,sadness,0.9925699830055237
ive been feeling a bit discontent with my music for a while now,sadness,1,sadness,0.9891173243522644
i stop feeling so depressed and,sadness,1,sadness,0.994411051273346
i went to bed late last night and feel sort of groggy this morning,sadness,1,sadness,0.9923532605171204
i leave the nursing home each week feeling so joyful and ready to come back again,joy,0,joy,0.9943195581436157
im not sure why i even bothered to open this website let alone this feature but as expected its left me feeling boring poor and,sadness,1,sadness,0.9925040006637573
i can t help but feeling weird when opening every closet in an apartment that somebody s still living in so i didn t,fear,2,fear,0.6395731568336487
i feel a bit strange publishing these beautiful photos,fear,2,fear,0.5062419176101685
im feeling really stressed at work too because theyre piling so much stuff for me to do and expect me to do all this creative stuff or decorate or make this,anger,3,sadness,0.8140174746513367
i think i could manage one team in jacksonville without feeling too dirty,sadness,1,sadness,0.9915116429328918
i am feeling needy needing you so needing your love by the grove,sadness,1,sadness,0.986772358417511
i would like a lazy immersed in my boring feeling i like the friends have a pleasant talk together and boring,joy,0,joy,0.992624044418335
im not crossing things off ever growing to do list i feel like i keep making stupid silly mistakes in all areas of my life amp im just tired,sadness,1,sadness,0.9847161769866943
i feel very dissatisfied with myself,anger,3,anger,0.9832301735877991
i feel like when ever i start to feel happy for a consistent amount of time it all has to end,joy,0,joy,0.9943034648895264
i feel so relieved but at the same time i feel so lost,joy,0,joy,0.9884051084518433
i feel when i just out from my dorm and began to breath a pleased liberty,joy,0,joy,0.9919196367263794
i feel rejected by someone then what part of myself am i rejecting,sadness,1,sadness,0.9923771619796753
i feel ugly right now im still happy,sadness,1,sadness,0.992214024066925
i feel drastically inadequate for the needs i feel swirling around me,sadness,1,sadness,0.9937434792518616
im still feeling a little hesitant but plunging in with a multitude of colored pencils nonetheless,fear,2,fear,0.9918204545974731
i am a happily married man shows me his wedding ring and i swear i am not hitting on you but i just feel this sweet energy from you like i know you but i dont know you right,joy,0,love,0.9649152159690857
i also intended to study but that didn t happen either so here i am feeling a little less virtuous amp holier than thou than i would if i had actually done something constructive over the past week,joy,0,joy,0.9940822720527649
i will feel as though i am accepted by as well as comfortable being around both sides of my family,love,4,joy,0.9934544563293457
im feeling a little stressed out about it but i cant do much right now because im waiting for a couple of tax returns in the mail and a letter from jasons employer which is taking quite some time,anger,3,anger,0.5747429728507996
i feel a strong connection with another human being and i want to spend more time with her,joy,0,joy,0.9929389953613281
i want to feel all year long that lovely warm tingle that october brings,love,4,love,0.9496209621429443
i havent exactly gone for a spin around the block yet since id feel strange strapping in a teddy bear in place of a baby but it looks nice and sturdy and like it will do the trick,fear,2,fear,0.6495611667633057
i feel deeply pleased as my hand plane takes off thin shavings of wood with a precision that is truly marvellous,joy,0,joy,0.9939448237419128
i find myself crying over loosing everything that i have everything that i am not really proud of and i feel such a loyal connection to what s around me,love,4,love,0.9601424336433411
im not necessarily sure what but something in the education system must change or students can feel anxiety and pressure with needing to be flawless with their vast knowledge of the world,joy,0,joy,0.9936227202415466
i can look at a stack of twenty five term papers and not feel overwhelmed,surprise,5,surprise,0.8729893565177917
i feel naughty and dirty sometimes but this gives me certain pleasure so why not,love,4,love,0.9782523512840271
i feel strange and weird about this entire struggle am i the only one who deals with this kind of conflict,fear,2,surprise,0.5345295071601868
i feel angry at him for being so selfish and giving me absolutely nothing to go on,anger,3,anger,0.9912379384040833
ive fallen asleep embracing a person but never a book and we both woke up this morning feeling kind of awkward about it,sadness,1,sadness,0.9915134310722351
i feel paranoid like we just stepped into a private club where everyone knows each other and we are standing out like nudists at a suit convention,fear,2,fear,0.9906896352767944
i do feel lonely at times and at times i still feel that i am alone,sadness,1,sadness,0.9933204650878906
i think that it is the one site that has truly made me hella smile and feel reassured that there are morally good and kind individuals in this world,joy,0,joy,0.9929378628730774
i may be starting to feel paranoid or maybe insecure but im just a mere human being who yearns to be loved to be cared of and to be noticed,fear,2,fear,0.9900690913200378
i was not feeling respected by him,joy,0,joy,0.9943267703056335
i feel so inhibited in someone elses kitchen like im painting on someone elses picture,sadness,1,fear,0.8684278130531311
i hate the way mom and dad are to her i hate the neglect of her feelings and her needs as an intelligent child that are rampant in their parenting style,joy,0,joy,0.5802201628684998
i feel that i shouldnt be his back up a rel nofollow target blank title girlfriend href http eepctqlhiafjwnrrmas,sadness,1,sadness,0.987692654132843
i want to feel respected even when i do things that you don t understand,joy,0,joy,0.9936821460723877
i feel less respected less,joy,0,joy,0.9937617182731628
i feel respected and what i have to say matters,joy,0,joy,0.9941348433494568
i love and feel passionate about i m living my dream and now that i ve gotten a taste of what that feels like nothing can stop me,love,4,love,0.9699158072471619
i am feeling rather thrilled,joy,0,joy,0.9926750063896179
i find myself buying into and reacting to the conflicts of modern life more than i did before and feeling more jaded,sadness,1,sadness,0.9925342798233032
i just remember feeling frantic desperately trying to say what i needed to say to q,fear,2,fear,0.9850030541419983
i feel so agitated about this,fear,2,anger,0.8263878226280212
i had to preform a few poems to the class so i will feel confident when i preform,joy,0,joy,0.9918274879455566
i feel horrible most of the time,sadness,1,sadness,0.9936098456382751
i was up to tackling some exercise in the backyard shed late in the morning and then had my breakfast the burden on my system was such that i began feeling lethargic and i scotched an intended shopping expedition for a second consecutive day,sadness,1,sadness,0.9930220246315002
i feel troubled i guess would be the best word for it,sadness,1,sadness,0.9937577247619629
i have told her many times as well as given her gifts that say exactly how i feel about my precious girl,joy,0,joy,0.9853875041007996
i admit is inexcusable giving you to feel slightly naughty bestial heck macho even,love,4,love,0.9790669083595276
i then wonder if the girl does want to marry me and contemplate that feeling slightly disheartened,sadness,1,sadness,0.9917268753051758
i have gradually morphed into someone who feels superior when other peoples kids complain about dinner or dont want to eat their zucchini or are allowed to eat pop tarts or sugary cereal or white bread for breakfast,joy,0,joy,0.9928790926933289
i do eat rawly goodness i feel radiant,joy,0,joy,0.994763195514679
i feel myself getting pissed off at the tiniest things all the time,anger,3,anger,0.9910236597061157
i feel like such a confused person lately sigh,fear,2,fear,0.8793457746505737
i did feel that the ending was a bit rushed and i do wonder if i might have missed certain signs but its a small thing when the story happens to be addictive and you dont notice the time passing by,anger,3,anger,0.9861043095588684
i understand where they are coming from and why they feel the way they feel and i respect that they have the strength to say what they believe however popular or unpopular it is,joy,0,joy,0.9933890104293823
i was worried that it would be awkward and i would feel lonely,sadness,1,sadness,0.9938259124755859
i did something to my back after moving my piano this week im not hercules just terribly stupid so i was feeling a bit miserable for myself this morning and then this turned up in the post,sadness,1,sadness,0.9937365055084229
i feel all funny just thinking about it,surprise,5,surprise,0.9630041718482971
i didnt feel too groggy from the wine at a href http tartandheathered,sadness,1,sadness,0.9923295378684998
i left that meeting feeling helpless and betrayed by the very laws that are supposed to protect me and other people in this state,fear,2,fear,0.9347004890441895
i feel very graceful today,joy,0,joy,0.9939413070678711
i feel like this is something i can do well and its helped me out of tough spots before,joy,0,joy,0.9735007286071777
i feel pathetic at times because,sadness,1,sadness,0.9943318367004395
i am such a private person and although i won t be going into anything too personal i m feeling anxious just writing this,fear,2,fear,0.9917241930961609
i feel is that they are fond of themselves and ok second thought really sensitive to spelled everything here,love,4,love,0.9813069105148315
i feel a bit more confident about them now so heres a gorgeous pair of cream amp lemon shorts i recently purchased in the warehouse sale for,joy,0,joy,0.9944315552711487
i was feeling pretty well in mid october,joy,0,joy,0.9936402440071106
i am feeling a little dissatisfied with my pictures for the last couple of months,anger,3,anger,0.9835376143455505
i feel a bit foolish even bothering to post anything on fridays,sadness,1,sadness,0.9901015758514404
i tell that to has some story about someone who had an awful time conceiving baby but then baby was easy peasy and that just doesnt help me feel better at all,joy,0,joy,0.9887955188751221
i was feeling nostalgic about those days where i officially belonged to this city after getting married to shubhi in feb,love,4,love,0.9779401421546936
i just feel so safe,joy,0,joy,0.9933182001113892
i wish i could open up to people not feel so terrified of reactions and opinions,fear,2,fear,0.9918756484985352
i have no money to sort any of it out and i feel very messy,sadness,1,sadness,0.9923489093780518
im happy to report that i didnt feel that angered urge to smack olivia today the way ive felt it before,anger,3,anger,0.9913211464881897
i was really feeling crappy even after my awesome week of workouts,sadness,1,sadness,0.9923905730247498
i really enjoyed giving my class one because i knew all the answers and got to feel clever all day and two because it you don t often get a chance to play with these sort of things in training sessions and it was nice to spend time with everyone as new groups came through throughout the day,joy,0,joy,0.9913472533226013
i was back at the gym doubling up on classes and feeling quite well not perfect but nowhere near how i was earlier in the year,joy,0,joy,0.994080126285553
i just feel resentful and show my resentment by eating tempura and sundaes,anger,3,anger,0.9906744360923767
i feel like copying the handsome boy say yay so fun,joy,0,joy,0.9941721558570862
i feel listless i cant do anything of it,sadness,1,sadness,0.9937759637832642
im feeling a craving for a naughty sweet snack this is what i choose,love,4,love,0.9768224954605103
i still need to feel listened to even if iam idiotic and naive in relation,sadness,1,sadness,0.9098008871078491
i feel very happy to have inspired is my little sis love of reading and writing,joy,0,joy,0.9941937327384949
i am feeling somewhat melancholy over that,sadness,1,sadness,0.9933815002441406
im spending every day waiting to hear from you and feeling like an idiot for caring,love,4,anger,0.6846900582313538
im old enough that graduation and yk feels like just yesterday i find myself a bit stunned by this,surprise,5,surprise,0.9739632606506348
i get lucky often and most things work out for my benefit but at the same time i feel that i can accept being unfortunate once in a while,sadness,1,sadness,0.9836044907569885
i have an awesome husband i got to lay in bed for two days straight which i think is directly linked to the fact that im already feeling much better,joy,0,joy,0.9936896562576294
i did feel scared now,fear,2,fear,0.9919329285621643
i know that s wrong but i feel ugly,sadness,1,sadness,0.9935739636421204
i feel completely shaken up,fear,2,fear,0.9885402321815491
i strongly feel that at this point in my life i am no longer desiring to walk this path that i am on and to be truthful i have no clue as to where i am going with my life from here,joy,0,joy,0.9868018627166748
i doubt anyone is if they are entirely honest with themselves and thats ok because for now i may not feel perfect but i do feel happy and thats one hell of an improvement,joy,0,joy,0.9939926266670227
i feel impressed to discuss sin again though i do not know why,surprise,5,surprise,0.9755949378013611
i do not feel that i could ever harm an innocent girl in such a way never have i imagined such dire consequences for not doing so,joy,0,joy,0.992660403251648
i dont know if he ever cheated on me but it does looked like it cause he has known her for years and i appear in his life around that time and it makes me feel mad,anger,3,anger,0.9911722540855408
i feel so elegant so marvelous so irresistible in this frock that i will endure the discomfort,joy,0,joy,0.9940155744552612
i can feel is horrible that for someone somewhere theyve felt that bad and worse,sadness,1,sadness,0.991526186466217
i feel like im in such a strange place in life no one to take care of and no one who cares,fear,2,surprise,0.5481691360473633
i feel like i get a lot of questions in my list of search phrases that point people here and sometimes i m awfully disturbed at the things that somehow bring my blog up in a search engine,sadness,1,sadness,0.9605364799499512
i feel overwhelmed in a good way,fear,2,surprise,0.8886877298355103
i feel successful as a lazy mom,joy,0,joy,0.9924780130386353
i dont eat a lot of bread as i find carbohydrates leave me feeling groggy and expand my waistline faster than you can say why the heck dont my jeans fit,sadness,1,sadness,0.9831399321556091
i suppose i am a bit on occasion but now ive become this horrible annoying person and i feel so strange about it,fear,2,surprise,0.5492058396339417
i really love the feel of these lipsticks and these colors are really gorgeous,joy,0,joy,0.9857633113861084
im down to blogging again simply because im feeling very distracted though im suppose to study cell bio now,anger,3,anger,0.9838417768478394
i ran upon it while looking for a cute saying to add to address change cards planning ahead and feeling positive,joy,0,joy,0.9940186738967896
i am glad to know the reason for my recent lapse of sanity but i still feel like i want to go on a very violent rampage at the slightest inconvenience to me,anger,3,anger,0.9884430766105652
i cannot remember in which mix i heard this first and not remembering it is making me feeling all irritable,anger,3,anger,0.9908382296562195
i feel that stay is important too this word reminds me of a feeling i get sometimes,joy,0,joy,0.9939900636672974
i want to tell him how i feel how disgusted i am that he can hurt my husband the way he does and then just laugh about it how he treats his grandchildren how he treated my husbands mum and just scream at him to stop being such a selfish bastard because the world does not revolve around him,anger,3,anger,0.9890379905700684
i look forward to continuing this challenge and feel so appreciative for the boost to get my nutrition on a healthy track especially for my pregnancy the most important time in my life to be eating healthy,joy,0,joy,0.991805911064148
i wont discuss any further made me feel really restless,fear,2,fear,0.9881994724273682
i received a lousy results slip ive decided to retain i had the worst first few months in school i made friends in class friends who made my life easier in school who made me feel more accepted in the class,love,4,joy,0.5192737579345703
i want to give up feel distracted or just need to remind myself of what i am working towards,anger,3,anger,0.9873150587081909
i slept deeply and still feel energetic and very well today,joy,0,joy,0.994071900844574
i love feeling brave,joy,0,joy,0.9926443099975586
i also always feel a little scared,fear,2,fear,0.9918203353881836
i was not aware of his point of view as a white european who had undertaken this trip as a fulfillment of a childhood dream but maybe because of this awareness i was able to feel the tragic dawning marlowe experiences of humanitys ruthless rapacity and greed,sadness,1,sadness,0.8549505472183228
i feel so insulted because of a woman,anger,3,anger,0.9890472292900085
i think missy was about to abandon the project all together due to her not feeling like she had enough time but somehow i convinced her to come and finish up the last few songs we needed to have enough material for a full length,joy,0,joy,0.9909864068031311
i don t want you to feel left out o faithful reader i love you too,love,4,love,0.7158812880516052
i feel more peaceful even though i dont think its very visible yet ive been trying to give less importance to the things that usually bother me like problems of organisation at my school for instance and focus more on trying to be happy and content with small things,joy,0,joy,0.9939547181129456
i feel like i should go for a run to expend all this idiotic energy but iv decided to do some homework now instead and store the energy for a social event im going to this evening,sadness,1,sadness,0.9837669134140015
i took a day off which is so unusual for me i almost feel naughty,love,4,love,0.9806211590766907
i feel like i had fake everything,sadness,1,sadness,0.9895843863487244
i feel like special honored guests,joy,0,joy,0.9880071878433228
i cant tell you the last time i have woken up feeling like i slept well,joy,0,joy,0.9864723682403564
i dont know if you guys can relate but i always like to feel welcomed and see a smiling face when im having a spa treatment,joy,0,joy,0.9932053089141846
i thought it d be and i got full marks on the questions which makes me feel quite clever,joy,0,joy,0.9906587600708008
i am not normally the kind of person who gets emotional upon meeting a public figure but as strange as it sounds seeing you yesterday for the first time ever the feeling came over me was the feeling one might feel upon seeing a beloved favorite loving aunt lol,love,4,surprise,0.6888509392738342
i think ive been feeling sentimental recently too,sadness,1,sadness,0.9726657867431641
i am now feeling the onset of an unpleasant sort of tourist panic,sadness,1,sadness,0.9879527688026428
i feel most of the time i think i look pretty cute,joy,0,joy,0.9933146834373474
i feel so paranoid and im really gonna cut down the hours and frequencies of me wearing contact lenses,fear,2,fear,0.9908655285835266
i always feel very threatened by her when it comes to guys cox you no she gets a lot of contact with the guys i like like my first and bf,fear,2,fear,0.9896412491798401
i feel so fond of my friends,love,4,love,0.9518360495567322
i think that now if i were to ride it without you or with another person present i would feel disheartened,sadness,1,sadness,0.9920641779899597
i must admit to my feelings of positive jealousy at times when i see their success,joy,0,joy,0.9925791621208191
i hide this secret inside of me away from everyone because i feel ashamed and like i have no assistance in making it better,sadness,1,sadness,0.9929543137550354
i just feel kind of heartless now,anger,3,anger,0.9890405535697937
i feel good about the choices i made in terms of our readings,joy,0,joy,0.9941277503967285
i wouldn t throw it in the ocean but i don t feel i would have missed something in my career if i don t win an oscar,sadness,1,sadness,0.9791975021362305
i feel i deserve i get depressed,sadness,1,sadness,0.9929599165916443
i know that when i am feeling distraught or moody i can depend on you two to put a smile back on my face,fear,2,fear,0.9896681308746338
the possibility of having failed the examination,fear,2,sadness,0.9685443639755249
i am feeling a little homesick for colorado,sadness,1,sadness,0.9907718896865845
i accepted his apology because i feel like he s remorseful for how he treated me,sadness,1,sadness,0.9935798645019531
i could just feel the joy rage coming at me for that one but i m glad you re feeling back at it and i m also glad we went to yoga tonight because sometimes you just need to know that you re better than your crossfit coach at side plank img src http s,joy,0,joy,0.9929556846618652
i tried to make a cheerful comment about fitting her in but i feel really unwelcome,sadness,1,sadness,0.988907516002655
i wasnt feeling very optimistic but this would be a nod to the universe that i was trying,joy,0,joy,0.9939255118370056
i feel so lame and annoying and generally unliked sometimes,sadness,1,sadness,0.9940860271453857
when i happen to witness some sadistic acts,anger,3,anger,0.984794557094574
i feel nervous but hes in control pretty soon,fear,2,fear,0.9917902946472168
i kind of like the feeling that i am longing aching for spring,love,4,love,0.9128566980361938
i feel sorry for people who work in capital intensive fields posted on a href http zackmdavis,sadness,1,sadness,0.993827760219574
i not seeing and feeling the divine,joy,0,joy,0.9928372502326965
i got a good feeling from the school and i have a lovely class,love,4,love,0.9584593772888184
i fall victim to feeling inadequate if i am anywhere short of perfection in what i set of my expectations or what i perceive are the expectations of others,sadness,1,sadness,0.9932726621627808
